#       omega [a.u.]         Energy [eV]       Real pol. 1 1       Imag pol. 1 1
     0.13762777E+002     0.37450421E+003    -0.14530650E+002    -0.13624554E+001
     0.13770372E+002     0.37471089E+003    -0.17230241E+002    -0.26249513E+001
     0.13777968E+002     0.37491757E+003    -0.21469488E+002    -0.81309038E+001
     0.13785563E+002     0.37512425E+003    -0.83431923E+001    -0.16524789E+002
     0.13793158E+002     0.37533093E+003    -0.92791383E+001    -0.57294020E+001
     0.13800754E+002     0.37553761E+003    -0.15343030E+002    -0.56944373E+001
     0.13808349E+002     0.37574429E+003    -0.18091321E+002    -0.15151970E+002
     0.13815944E+002     0.37595097E+003    -0.12215597E+002    -0.14207932E+002
     0.13823540E+002     0.37615765E+003    -0.49918066E+001    -0.14227582E+002
     0.13831135E+002     0.37636433E+003    -0.12584873E+002    -0.94719441E+001
     0.13838731E+002     0.37657101E+003    -0.20473365E+002    -0.25767166E+002
     0.13846326E+002     0.37677769E+003     0.13089943E+002    -0.25991743E+002
     0.13853921E+002     0.37698437E+003     0.10432290E+002    -0.84783102E+001
     0.13861517E+002     0.37719105E+003     0.42533959E+001    -0.35805053E+001
     0.13869112E+002     0.37739773E+003     0.58554442E+000    -0.22373497E+001
     0.13876707E+002     0.37760441E+003    -0.21420040E+001    -0.16768925E+001
     0.13884303E+002     0.37781109E+003    -0.45013192E+001    -0.16501158E+001
     0.13891898E+002     0.37801777E+003    -0.69960684E+001    -0.24945531E+001
     0.13899493E+002     0.37822445E+003    -0.68783696E+001    -0.66175441E+001
     0.13907089E+002     0.37843113E+003    -0.48918680E+001    -0.30367218E+001
     0.13914684E+002     0.37863781E+003    -0.77303866E+001    -0.20960648E+001
     0.13922279E+002     0.37884449E+003    -0.10817637E+002    -0.31419568E+001
     0.13929875E+002     0.37905117E+003    -0.11918414E+002    -0.95234999E+001
     0.13937470E+002     0.37925785E+003    -0.59087870E+001    -0.62535927E+001
     0.13945065E+002     0.37946453E+003    -0.62156850E+001    -0.57088617E+001
     0.13952661E+002     0.37967121E+003    -0.79102323E+001    -0.24636147E+001
     0.13960256E+002     0.37987789E+003    -0.10741959E+002    -0.18635794E+001
     0.13967852E+002     0.38008457E+003    -0.13474268E+002    -0.19552953E+001
     0.13975447E+002     0.38029125E+003    -0.16639323E+002    -0.24920789E+001
     0.13983042E+002     0.38049793E+003    -0.20949244E+002    -0.39984615E+001
     0.13990638E+002     0.38070461E+003    -0.26740283E+002    -0.10203000E+002
     0.13998233E+002     0.38091129E+003    -0.18710805E+002    -0.15246803E+002
     0.14005828E+002     0.38111797E+003    -0.25462901E+002    -0.12815095E+002
     0.14013424E+002     0.38132465E+003    -0.29962173E+002    -0.16436730E+002
     0.14021019E+002     0.38153133E+003    -0.50136850E+002    -0.28984688E+002
     0.14028614E+002     0.38173801E+003    -0.44368018E+002    -0.11111135E+003
     0.14036210E+002     0.38194469E+003     0.60542689E+002    -0.54208340E+002
     0.14043805E+002     0.38215137E+003     0.36273218E+002    -0.15425553E+002
     0.14051400E+002     0.38235805E+003     0.21104983E+002    -0.74564970E+001
     0.14058996E+002     0.38256473E+003     0.11281440E+002    -0.55315271E+001
     0.14066591E+002     0.38277141E+003     0.22767969E+001    -0.72578916E+001
     0.14074186E+002     0.38297809E+003    -0.63431144E+001    -0.21629288E+002
     0.14081782E+002     0.38318477E+003     0.25326052E+002    -0.25256268E+002
     0.14089377E+002     0.38339145E+003     0.19779438E+002    -0.69477568E+001
     0.14096972E+002     0.38359813E+003     0.13417147E+002    -0.35706573E+001
     0.14104568E+002     0.38380481E+003     0.10198219E+002    -0.38551291E+001
     0.14112163E+002     0.38401149E+003     0.89209332E+001    -0.20680726E+001
     0.14119759E+002     0.38421817E+003     0.64346028E+001    -0.13472847E+001
     0.14127354E+002     0.38442485E+003     0.43165118E+001    -0.12127552E+001
     0.14134949E+002     0.38463153E+003     0.21900500E+001    -0.14689037E+001
     0.14142545E+002     0.38483821E+003    -0.43364029E+000    -0.29286038E+001
     0.14150140E+002     0.38504489E+003     0.10968590E+001    -0.94691601E+001
     0.14157735E+002     0.38525157E+003     0.55162413E+001    -0.36257503E+001
     0.14165331E+002     0.38545825E+003     0.26814140E+001    -0.19983496E+001
     0.14172926E+002     0.38566493E+003     0.17657346E+001    -0.24871407E+001
     0.14180521E+002     0.38587161E+003     0.52300170E+000    -0.29880341E+001
     0.14188117E+002     0.38607829E+003     0.15809858E+001    -0.21377005E+001
     0.14195712E+002     0.38628497E+003    -0.22115820E+000    -0.19485101E+001
     0.14203307E+002     0.38649165E+003     0.93785098E+000    -0.24248322E+001
     0.14210903E+002     0.38669833E+003    -0.50265275E-001    -0.87335599E+000
     0.14218498E+002     0.38690501E+003    -0.12065356E+001    -0.54436027E+000
     0.14226093E+002     0.38711169E+003    -0.21643944E+001    -0.44329711E+000
     0.14233689E+002     0.38731837E+003    -0.30435784E+001    -0.41713999E+000
     0.14241284E+002     0.38752505E+003    -0.38948538E+001    -0.48330658E+000
     0.14248880E+002     0.38773173E+003    -0.45325104E+001    -0.50837098E+000
     0.14256475E+002     0.38793841E+003    -0.53924312E+001    -0.42767386E+000
     0.14264070E+002     0.38814509E+003    -0.63002603E+001    -0.43884200E+000
     0.14271666E+002     0.38835177E+003    -0.72625731E+001    -0.47913038E+000
     0.14279261E+002     0.38855845E+003    -0.83151539E+001    -0.54437174E+000
     0.14286856E+002     0.38876513E+003    -0.95021588E+001    -0.64426932E+000
     0.14294452E+002     0.38897181E+003    -0.10890760E+002    -0.80793401E+000
     0.14302047E+002     0.38917849E+003    -0.12595577E+002    -0.11492728E+001
     0.14309642E+002     0.38938517E+003    -0.14329777E+002    -0.22779081E+001
     0.14317238E+002     0.38959185E+003    -0.15442861E+002    -0.17726120E+001
     0.14324833E+002     0.38979853E+003    -0.20193332E+002    -0.16377513E+001
     0.14332428E+002     0.39000521E+003    -0.25771983E+002    -0.44757577E+001
     0.14340024E+002     0.39021189E+003    -0.34399150E+002    -0.10527300E+002
     0.14347619E+002     0.39041857E+003    -0.44289527E+002    -0.29941198E+002
     0.14355214E+002     0.39062525E+003    -0.44789169E+000    -0.67730694E+002
     0.14362810E+002     0.39083193E+003     0.50968645E+001    -0.28639645E+002
     0.14370405E+002     0.39103861E+003     0.16896009E+002    -0.40230425E+002
     0.14378000E+002     0.39124529E+003     0.18949915E+002    -0.12972089E+002
     0.14385596E+002     0.39145197E+003     0.10724419E+002    -0.95223416E+001
     0.14393191E+002     0.39165865E+003     0.88375884E+001    -0.36315235E+001
     0.14400787E+002     0.39186533E+003     0.34195105E+001    -0.23707733E+001
     0.14408382E+002     0.39207201E+003     0.15006244E+000    -0.19825493E+001
     0.14415977E+002     0.39227869E+003    -0.27179066E+001    -0.20236959E+001
     0.14423573E+002     0.39248537E+003    -0.52471929E+001    -0.35761447E+001
     0.14431168E+002     0.39269205E+003    -0.37074451E+001    -0.33622599E+001
     0.14438763E+002     0.39289873E+003    -0.60527678E+001    -0.17156176E+001
     0.14446359E+002     0.39310541E+003    -0.83539464E+001    -0.14169821E+001
     0.14453954E+002     0.39331209E+003    -0.10530770E+002    -0.13844523E+001
     0.14461549E+002     0.39351877E+003    -0.12789187E+002    -0.14547579E+001
     0.14469145E+002     0.39372545E+003    -0.15309630E+002    -0.16949981E+001
     0.14476740E+002     0.39393213E+003    -0.18248069E+002    -0.21778432E+001
     0.14484335E+002     0.39413881E+003    -0.22018362E+002    -0.35545868E+001
     0.14491931E+002     0.39434549E+003    -0.23360281E+002    -0.83854423E+001
     0.14499526E+002     0.39455217E+003    -0.24421698E+002    -0.52704608E+001
     0.14507121E+002     0.39475885E+003    -0.31612843E+002    -0.62587849E+001
     0.14514717E+002     0.39496553E+003    -0.39215755E+002    -0.15240550E+002
     0.14522312E+002     0.39517221E+003    -0.32094254E+002    -0.15663763E+002
     0.14529908E+002     0.39537889E+003    -0.47095955E+002    -0.14501609E+002
     0.14537503E+002     0.39558557E+003    -0.71000774E+002    -0.33264274E+002
     0.14545098E+002     0.39579225E+003    -0.45396471E+002    -0.11871171E+003
     0.14552694E+002     0.39599893E+003     0.21837134E+002    -0.45044580E+002
     0.14560289E+002     0.39620561E+003    -0.10082978E+002    -0.21020160E+002
     0.14567884E+002     0.39641229E+003    -0.40494764E+002    -0.25470243E+002
     0.14575480E+002     0.39661897E+003    -0.75345293E+002    -0.73653764E+002
     0.14583075E+002     0.39682565E+003     0.28294036E+002    -0.11278110E+003
     0.14590670E+002     0.39703233E+003     0.37615800E+001    -0.76361002E+002
     0.14598266E+002     0.39723901E+003     0.63163639E+002    -0.72383397E+002
     0.14605861E+002     0.39744569E+003     0.38061985E+002    -0.31863966E+002
     0.14613456E+002     0.39765237E+003     0.25212593E+002    -0.23668350E+002
     0.14621052E+002     0.39785905E+003     0.25543734E+001    -0.25762785E+002
     0.14628647E+002     0.39806573E+003    -0.23807583E+002    -0.48843571E+002
     0.14636242E+002     0.39827241E+003     0.48247689E+002    -0.12014238E+003
     0.14643838E+002     0.39847909E+003     0.68241560E+002    -0.35015371E+002
     0.14651433E+002     0.39868577E+003     0.40725896E+002    -0.19754186E+002
     0.14659028E+002     0.39889245E+003     0.22116239E+002    -0.36686192E+002
     0.14666624E+002     0.39909913E+003     0.61580255E+002    -0.35048042E+002
     0.14674219E+002     0.39930581E+003     0.49949573E+002    -0.10946175E+002
     0.14681815E+002     0.39951249E+003     0.39628474E+002    -0.57877931E+001
     0.14689410E+002     0.39971917E+003     0.32804757E+002    -0.40184964E+001
     0.14697005E+002     0.39992585E+003     0.27580239E+002    -0.32897281E+001
     0.14704601E+002     0.40013253E+003     0.23021876E+002    -0.32220509E+001
     0.14712196E+002     0.40033921E+003     0.19412106E+002    -0.41687276E+001
     0.14719791E+002     0.40054589E+003     0.15300210E+002    -0.41368475E+001
     0.14727387E+002     0.40075257E+003     0.88696412E+001    -0.73028901E+001
     0.14734982E+002     0.40095925E+003     0.72159679E+001    -0.24907928E+002
     0.14742577E+002     0.40116593E+003     0.29328515E+002    -0.13704627E+002
     0.14750173E+002     0.40137261E+003     0.22005106E+002    -0.47953131E+001
     0.14757768E+002     0.40157929E+003     0.16516111E+002    -0.30704248E+001
     0.14765363E+002     0.40178597E+003     0.12038075E+002    -0.27727375E+001
     0.14772959E+002     0.40199265E+003     0.74684638E+001    -0.32027320E+001
     0.14780554E+002     0.40219933E+003     0.17460953E+001    -0.48432758E+001
     0.14788149E+002     0.40240601E+003    -0.68118761E+001    -0.11342319E+002
     0.14795745E+002     0.40261269E+003     0.18949116E+001    -0.38193960E+002
     0.14803340E+002     0.40281937E+003     0.19674833E+002    -0.14164706E+002
     0.14810936E+002     0.40302605E+003     0.86690007E+001    -0.68094528E+001
     0.14818531E+002     0.40323273E+003    -0.12192950E+001    -0.64925167E+001
     0.14826126E+002     0.40343941E+003    -0.13154468E+002    -0.93794745E+001
     0.14833722E+002     0.40364609E+003    -0.32178317E+002    -0.19202584E+002
     0.14841317E+002     0.40385277E+003    -0.65368378E+002    -0.63411747E+002
     0.14848912E+002     0.40405945E+003     0.55277833E+002    -0.17478231E+003
     0.14856508E+002     0.40426613E+003     0.96536977E+002    -0.45201689E+002
     0.14864103E+002     0.40447281E+003     0.68139072E+002    -0.16232171E+002
     0.14871698E+002     0.40467949E+003     0.52794251E+002    -0.85626264E+001
     0.14879294E+002     0.40488617E+003     0.43496061E+002    -0.63359941E+001
     0.14886889E+002     0.40509285E+003     0.39560895E+002    -0.52593899E+001
     0.14894484E+002     0.40529953E+003     0.34928648E+002    -0.32501284E+001
     0.14902080E+002     0.40550621E+003     0.31027582E+002    -0.25660432E+001
     0.14909675E+002     0.40571289E+003     0.27716813E+002    -0.22765683E+001
     0.14917270E+002     0.40591957E+003     0.24628720E+002    -0.22200856E+001
     0.14924866E+002     0.40612625E+003     0.21447129E+002    -0.23992216E+001
     0.14932461E+002     0.40633293E+003     0.17772234E+002    -0.29423495E+001
     0.14940057E+002     0.40653961E+003     0.12896374E+002    -0.42716862E+001
     0.14947652E+002     0.40674629E+003     0.52271530E+001    -0.79505989E+001
     0.14955247E+002     0.40695297E+003    -0.84850743E+001    -0.22508153E+002
     0.14962843E+002     0.40715965E+003     0.19896016E+002    -0.81299903E+002
     0.14970438E+002     0.40736633E+003     0.63873751E+002    -0.25731343E+002
     0.14978033E+002     0.40757301E+003     0.49525882E+002    -0.81726215E+001
     0.14985629E+002     0.40777969E+003     0.41717222E+002    -0.39238720E+001
     0.14993224E+002     0.40798637E+003     0.37228323E+002    -0.23428196E+001
     0.15000819E+002     0.40819305E+003     0.34306003E+002    -0.15875204E+001
     0.15008415E+002     0.40839973E+003     0.32229295E+002    -0.11658813E+001
     0.15016010E+002     0.40860641E+003     0.30661268E+002    -0.90405917E+000
     0.15023605E+002     0.40881309E+003     0.29424970E+002    -0.72842704E+000
     0.15031201E+002     0.40901977E+003     0.28418970E+002    -0.60359550E+000
     0.15038796E+002     0.40922645E+003     0.27580809E+002    -0.51066853E+000
     0.15046391E+002     0.40943313E+003     0.26869727E+002    -0.43888394E+000
     0.15053987E+002     0.40963981E+003     0.26258031E+002    -0.38184367E+000
     0.15061582E+002     0.40984649E+003     0.25726255E+002    -0.33534471E+000
     0.15069177E+002     0.41005317E+003     0.25259951E+002    -0.29664546E+000
     0.15076773E+002     0.41025985E+003     0.24848573E+002    -0.26466535E+000
     0.15084368E+002     0.41046653E+003     0.24486325E+002    -0.23605698E+000
     0.15091964E+002     0.41067321E+003     0.24162111E+002    -0.21013119E+000
     0.15099559E+002     0.41087989E+003     0.23873171E+002    -0.18803076E+000
     0.15107154E+002     0.41108657E+003     0.23616505E+002    -0.16937975E+000
     0.15114750E+002     0.41129325E+003     0.23388896E+002    -0.15020883E+000
     0.15122345E+002     0.41149993E+003     0.23185276E+002    -0.13326302E+000
     0.15129940E+002     0.41170661E+003     0.23005232E+002    -0.11793004E+000
     0.15137536E+002     0.41191329E+003     0.22846798E+002    -0.10362924E+000
     0.15145131E+002     0.41211997E+003     0.22708388E+002    -0.90202146E-001
     0.15152726E+002     0.41232665E+003     0.22588804E+002    -0.77543666E-001
     0.15160322E+002     0.41253333E+003     0.22487021E+002    -0.65440192E-001
     0.15167917E+002     0.41274001E+003     0.22402147E+002    -0.53837002E-001
     0.15175512E+002     0.41294669E+003     0.22333584E+002    -0.42679883E-001
     0.15183108E+002     0.41315337E+003     0.22280822E+002    -0.31792635E-001
     0.15190703E+002     0.41336005E+003     0.22243415E+002    -0.21095737E-001
     0.15198298E+002     0.41356673E+003     0.22221103E+002    -0.10542130E-001
